"","track.name","track.popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.duration_ms","track.explicit","playlist_name"
"993","Forget You",55,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,FALSE,"Top Hits of 2010"
"994","BedRock",70,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,288133,TRUE,"Top Hits of 2010"
"995","Higher",56,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,207613,FALSE,"Top Hits of 2010"
"996","Animal",64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0,0.378,0.739,147.99,212306,FALSE,"Top Hits of 2010"
"997","Firework",69,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,FALSE,"Top Hits of 2010"
"998","My First Kiss (feat. Ke$ha)",62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,192440,FALSE,"Top Hits of 2010"
"999","Telephone",67,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,220640,FALSE,"Top Hits of 2010"
"1000","Magic (feat. Rivers Cuomo)",65,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,196133,FALSE,"Top Hits of 2010"
"1001","All Time Low",53,0.689,0.615,8,-5.022,0,0.0563,0.352,0,0.0789,0.783,134.036,205200,FALSE,"Top Hits of 2010"
"1002","If I Die Young",62,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,FALSE,"Top Hits of 2010"
"1003","No Hands (feat. Roscoe Dash & Wale)",57,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,TRUE,"Top Hits of 2010"
"1004","I Like It",61,0.648,0.942,10,-2.881,0,0.0878,0.021,0,0.0594,0.73,129.007,231373,FALSE,"Top Hits of 2010"
"1005","If We Ever Meet Again (Featuring Katy Perry)",63,0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,292706,FALSE,"Top Hits of 2010"
"1006","Don't Stop Believin' (Glee Cast Version)",62,0.473,0.604,7,-4.034,1,0.0337,0.0376,0,0.103,0.271,123.848,232000,FALSE,"Top Hits of 2010"
"1007","Can't Be Tamed",0,0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98,168213,FALSE,"Top Hits of 2010"
"1008","Teach Me How to Dougie",68,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,237480,TRUE,"Top Hits of 2010"
"1009","Deuces (feat. Tyga & Kevin McCall)",67,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,276560,TRUE,"Top Hits of 2010"
"1010","Today Was A Fairytale",52,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-06,0.167,0.344,157.988,242480,FALSE,"Top Hits of 2010"
"1011","Find Your Love",56,0.625,0.613,6,-6.005,0,0.173,0.0209,0,0.0286,0.738,96.033,208946,FALSE,"Top Hits of 2010"
"1012","Stuck Like Glue",63,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,247586,FALSE,"Top Hits of 2010"
"1013","Empire State of Mind (Part II) Broken Down",72,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959,216480,FALSE,"Top Hits of 2010"
"1014","This Ain't a Love Song",45,0.458,0.905,0,-4.157,1,0.0452,0.000431,0,0.378,0.552,176.659,210680,FALSE,"Top Hits of 2010"
"1015","Say Aah (feat. Fabolous)",54,0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,207546,FALSE,"Top Hits of 2010"
"1016","Imma Be",60,0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,257560,FALSE,"Top Hits of 2010"
"1017","Not Afraid",77,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,248133,TRUE,"Top Hits of 2010"
"1018","For the First Time",65,0.393,0.633,9,-4.769,1,0.0275,0.0339,0,0.104,0.382,174.022,251843,TRUE,"Top Hits of 2010"
"1019","Alejandro",65,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,274213,FALSE,"Top Hits of 2010"
"1020","Danza Kuduro (feat. Don Omar)",50,0.622,0.942,7,-6.365,1,0.112,0.00713,0,0.0715,0.773,130.003,213986,FALSE,"Top Hits of 2010"
"1021","Blah Blah Blah (feat. 3OH!3)",60,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,172053,FALSE,"Top Hits of 2010"
"1022","Whataya Want from Me",54,0.438,0.672,11,-4.706,0,0.0429,0.0055,0,0.0583,0.457,185.934,227320,FALSE,"Top Hits of 2010"
"1023","Carry Out (Featuring Justin Timberlake)",63,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232466,FALSE,"Top Hits of 2010"
"1024","Kickstarts",60,0.61,0.836,5,-4.455,1,0.0573,0.00374,0,0.358,0.657,126.059,181826,FALSE,"Top Hits of 2010"
"1025","Hey Daddy (Daddy's Home)",58,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,224093,FALSE,"Top Hits of 2010"
"1026","Starstrukk",49,0.605,0.795,11,-6.086,0,0.0712,0.00153,0,0.207,0.263,139.896,203093,FALSE,"Top Hits of 2010"
"1027","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",47,0.544,0.781,10,-3.616,1,0.189,0.014,0,0.161,0.277,150.1,232506,TRUE,"Top Hits of 2010"
"1028","Need You Now",70,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,FALSE,"Top Hits of 2010"
"1029","Seek Bromance - Avicii’s Vocal Edit",0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0,0.0403,0.52,126.026,203960,FALSE,"Top Hits of 2010"
"1030","King of Anything",60,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,207493,FALSE,"Top Hits of 2010"
"1031","Over",58,0.325,0.848,7,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,233560,TRUE,"Top Hits of 2010"
"1032","Live Like We're Dying",50,0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,212506,FALSE,"Top Hits of 2010"
"1033","Young Forever",64,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,253906,TRUE,"Top Hits of 2010"
"1034","When We Collide",46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,226000,FALSE,"Top Hits of 2010"
"1035","Written in the Stars (feat. Eric Turner)",57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0,0.219,0.534,91.881,207653,FALSE,"Top Hits of 2010"
"1036","The Time (Dirty Bit)",69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640,FALSE,"Top Hits of 2010"
"1037","Te Amo",60,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,208426,TRUE,"Top Hits of 2010"
"1038","My Chick Bad",65,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,216933,TRUE,"Top Hits of 2010"
"1039","Half of My Heart",62,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,250373,FALSE,"Top Hits of 2010"
"1040","Starry Eyed",54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,176613,FALSE,"Top Hits of 2010"
"1041","Commander",55,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,218106,FALSE,"Top Hits of 2010"
"1042","Dancing On My Own",4,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,288670,FALSE,"Top Hits of 2010"
"1043","Pass Out",53,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,268053,TRUE,"Top Hits of 2010"
"1044","Right Above It",66,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,271946,TRUE,"Top Hits of 2010"
"1045","Beautiful Monster",56,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,251573,FALSE,"Top Hits of 2010"
"1046","Wavin' Flag",52,0.625,0.699,0,-6.416,1,0.0729,0.13,0,0.238,0.717,75.974,220520,FALSE,"Top Hits of 2010"
"1047","Man Down",67,0.47,0.904,0,-4.024,0,0.177,0.0436,0,0.0491,0.557,155.788,267000,TRUE,"Top Hits of 2010"
"1048","The Flood",57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,289359,FALSE,"Top Hits of 2010"
"1049","What You Know",16,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,189693,FALSE,"Top Hits of 2010"
"1050","How Low",60,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201586,TRUE,"Top Hits of 2010"
"1051","I Gotta Feeling",79,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,289133,FALSE,"Top Hits of 2009"
"1052","Poker Face",75,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,FALSE,"Top Hits of 2009"
"1053","Hot N Cold",69,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220226,FALSE,"Top Hits of 2009"
"1054","Party In The U.S.A.",78,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202066,FALSE,"Top Hits of 2009"
"1055","Right Round",72,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,204640,FALSE,"Top Hits of 2009"
"1056","TiK ToK",79,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,FALSE,"Top Hits of 2009"
"1057","Love Story",76,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,236266,FALSE,"Top Hits of 2009"
"1058","Empire State Of Mind",78,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,TRUE,"Top Hits of 2009"
"1059","Down",77,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,212106,FALSE,"Top Hits of 2009"
"1060","Paparazzi",69,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,208306,FALSE,"Top Hits of 2009"
"1061","Sexy Bitch (feat. Akon)",76,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,TRUE,"Top Hits of 2009"
"1062","One Time",69,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215866,FALSE,"Top Hits of 2009"
"1063","The Climb",72,0.336,0.602,4,-6.354,1,0.0325,0.0635,0,0.141,0.299,161.01,234520,FALSE,"Top Hits of 2009"
"1064","You Belong With Me",58,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,231146,FALSE,"Top Hits of 2009"
"1065","Womanizer",75,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,FALSE,"Top Hits of 2009"
"1066","Halo",75,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,FALSE,"Top Hits of 2009"
"1067","Obsessed",66,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,242200,FALSE,"Top Hits of 2009"
"1068","Just Dance",74,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,FALSE,"Top Hits of 2009"
"1069","So What",75,0.534,0.87,11,-3.078,0,0.0425,0.000329,0,0.241,0.462,126.019,215160,TRUE,"Top Hits of 2009"
"1070","Whatcha Say",70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,FALSE,"Top Hits of 2009"
"1071","Break Your Heart",71,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201546,FALSE,"Top Hits of 2009"
"1072","Miss Independent",68,0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812,232000,FALSE,"Top Hits of 2009"
"1073","Single Ladies (Put a Ring on It)",67,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,FALSE,"Top Hits of 2009"
"1074","Release Me",61,0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,256213,FALSE,"Top Hits of 2009"
"1075","Meet Me Halfway",70,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130,284373,FALSE,"Top Hits of 2009"
"1076","Kiss Me Thru The Phone",75,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,193386,TRUE,"Top Hits of 2009"
"1077","Bad Romance",79,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,TRUE,"Top Hits of 2009"
"1078","My Life Would Suck Without You",65,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,211493,FALSE,"Top Hits of 2009"
"1079","Circus",69,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,FALSE,"Top Hits of 2009"
"1080","Hotel Room Service",59,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,238506,FALSE,"Top Hits of 2009"
"1081","Naturally",63,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,202586,FALSE,"Top Hits of 2009"
"1082","Everybody in Love",41,0.705,0.782,5,-5.971,0,0.0327,0.0704,0,0.36,0.659,140.022,195586,FALSE,"Top Hits of 2009"
"1083","Fire Burning",69,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,239986,FALSE,"Top Hits of 2009"
"1084","If U Seek Amy",66,0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,216520,FALSE,"Top Hits of 2009"
"1085","When Love Takes Over (feat. Kelly Rowland)",65,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,FALSE,"Top Hits of 2009"
"1086","Evacuate The Dancefloor",62,0.762,0.702,0,-5.87,1,0.0432,0.0167,0,0.314,0.898,127.029,207200,FALSE,"Top Hits of 2009"
"1087","I'm Yours",80,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242186,FALSE,"Top Hits of 2009"
"1088","LoveGame",62,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,FALSE,"Top Hits of 2009"
"1089","Beat Again - Radio Edit",9,0.893,0.93,11,-4.577,1,0.0712,0.0355,0,0.0759,0.968,120.017,196640,FALSE,"Top Hits of 2009"
"1090","Jai Ho! (You Are My Destiny)",62,0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,222400,FALSE,"Top Hits of 2009"
"1091","Untouched",56,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,FALSE,"Top Hits of 2009"
"1092","Breakeven",65,0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261426,FALSE,"Top Hits of 2009"
"1093","Beautiful",63,0.74,0.945,0,-4.442,0,0.0889,0.123,0,0.112,0.629,130.015,312986,FALSE,"Top Hits of 2009"
"1094","Fireflies",77,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228346,FALSE,"Top Hits of 2009"
"1095","Sweet Dreams",45,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208066,FALSE,"Top Hits of 2009"
"1096","Haven't Met You Yet",70,0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,244586,FALSE,"Top Hits of 2009"
"1097","Good Girls Go Bad (feat. Leighton Meester)",64,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,196413,FALSE,"Top Hits of 2009"
"1098","Waking Up In Vegas",48,0.524,0.878,5,-3.108,0,0.0346,0.0012,0,0.098,0.59,130.989,199186,FALSE,"Top Hits of 2009"
"1099","Boom Boom Pow",68,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,FALSE,"Top Hits of 2009"
"1100","Knock You Down",54,0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,326186,FALSE,"Top Hits of 2009"
"1101","Battlefield",58,0.613,0.634,2,-3.472,1,0.0339,0.0178,0,0.0639,0.37,144.953,241920,FALSE,"Top Hits of 2009"
"1102","I Know You Want Me (Calle Ocho)",58,0.824,0.743,2,-5.995,1,0.141,0.0142,2.12e-05,0.237,0.804,127.046,236936,FALSE,"Top Hits of 2009"
"1103","Fight For This Love",61,0.739,0.741,7,-5.873,1,0.0912,0.013,0,0.0679,0.727,122.988,223253,FALSE,"Top Hits of 2009"
"1104","DONTTRUSTME",70,0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,192573,TRUE,"Top Hits of 2009"
"1105","I Hate This Part",63,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,218400,FALSE,"Top Hits of 2009"
"1106","She Wolf",67,0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.868,121.983,188866,FALSE,"Top Hits of 2009"
"1107","Live Your Life",73,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,338853,TRUE,"Top Hits of 2009"
"1108","Bulletproof",66,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,FALSE,"Top Hits of 2009"
"1109","Mad",62,0.731,0.644,0,-5.348,1,0.0343,0.665,0,0.11,0.691,129.94,254533,FALSE,"Top Hits of 2009"
"1110","Gives You Hell",69,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,213106,FALSE,"Top Hits of 2009"
"1111","Love Drunk",62,0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005,226706,FALSE,"Top Hits of 2009"
"1112","Heartless",77,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,211000,FALSE,"Top Hits of 2009"
"1113","Bad Boys (feat. Flo Rida)",54,0.671,0.866,1,-3.685,1,0.0548,0.0116,0,0.358,0.627,140.027,206480,FALSE,"Top Hits of 2009"
"1114","The Only Exception",60,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,FALSE,"Top Hits of 2009"
"1115","Best I Ever Had",62,0.431,0.894,5,-2.673,0,0.33,0.0951,0,0.188,0.605,162.161,258760,TRUE,"Top Hits of 2009"
"1116","Broken Strings",70,0.57,0.717,1,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,250453,FALSE,"Top Hits of 2009"
"1117","Fallin' For You",56,0.645,0.825,4,-6.473,1,0.0273,0.161,0,0.114,0.641,117.037,215320,FALSE,"Top Hits of 2009"
"1118","Love Sex Magic (feat. Justin Timberlake)",56,0.893,0.666,10,-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,220426,FALSE,"Top Hits of 2009"
"1119","Secrets",74,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,FALSE,"Top Hits of 2009"
"1120","Number 1",57,0.581,0.824,0,-3.912,0,0.0377,0.0105,0,0.483,0.747,114.912,212773,FALSE,"Top Hits of 2009"
"1121","Two Is Better Than One (feat. Taylor Swift)",63,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,242840,FALSE,"Top Hits of 2009"
"1122","Run This Town",70,0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,267520,TRUE,"Top Hits of 2009"
"1123","Holiday",59,0.545,0.918,0,-1.925,1,0.0448,0.0571,0,0.0415,0.855,117.985,220626,FALSE,"Top Hits of 2009"
"1124","Birthday Sex",67,0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.15,0.446,60.019,226506,FALSE,"Top Hits of 2009"
"1125","Mama Do (Uh Oh, Uh Oh)",51,0.451,0.873,3,-4.711,0,0.19,0.171,0,0.327,0.589,119.918,196520,FALSE,"Top Hits of 2009"
"1126","Dog Days Are Over",71,0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,252818,FALSE,"Top Hits of 2009"
"1127","Please Don't Leave Me",56,0.587,0.839,6,-4.493,1,0.0363,0.00985,0,0.289,0.763,138.006,231560,FALSE,"Top Hits of 2009"
"1128","Already Gone",54,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,281560,FALSE,"Top Hits of 2009"
"1129","You Found Me",72,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,FALSE,"Top Hits of 2009"
"1130","Not Fair",55,0.719,0.861,5,-6.982,1,0.0402,0.0447,0.00989,0.219,0.948,121.491,201213,TRUE,"Top Hits of 2009"
"1131","Use Somebody",74,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,FALSE,"Top Hits of 2009"
"1132","You've Got The Love",69,0.574,0.694,6,-4.697,1,0.0327,0.00481,0,0.102,0.401,109.85,168666,FALSE,"Top Hits of 2009"
"1133","Smile",66,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,201626,FALSE,"Top Hits of 2009"
"1134","Whatever You Like",72,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,249533,TRUE,"Top Hits of 2009"
"1135","Russian Roulette",63,0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,227533,TRUE,"Top Hits of 2009"
"1136","Sober",46,0.612,0.791,6,-4.904,1,0.0301,0.0652,0,0.181,0.404,91.054,251440,FALSE,"Top Hits of 2009"
"1137","Sex on Fire",79,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203346,FALSE,"Top Hits of 2009"
"1138","Never Say Never",67,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,FALSE,"Top Hits of 2009"
"1139","Let It Rock",64,0.607,0.783,7,-4.41,1,0.0397,0.000683,0,0.0678,0.434,113.172,231173,TRUE,"Top Hits of 2009"
"1140","Gotta Be Somebody",61,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653,FALSE,"Top Hits of 2009"
"1141","Day 'N' Nite (Nightmare)",70,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,FALSE,"Top Hits of 2009"
"1142","Big Green Tractor",48,0.616,0.596,4,-5.035,1,0.0289,0.654,0,0.218,0.58,137.077,204200,FALSE,"Top Hits of 2009"
"1143","Blame It",63,0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,289746,TRUE,"Top Hits of 2009"
"1144","Bonkers",36,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,177573,FALSE,"Top Hits of 2009"
"1145","Red",53,0.422,0.67,4,-5.955,1,0.0292,0.107,0,0.11,0.119,95.797,233213,FALSE,"Top Hits of 2009"
"1146","All The Right Moves",63,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000,FALSE,"Top Hits of 2009"
"1147","The Fear",50,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002,207120,TRUE,"Top Hits of 2009"
"1148","Dead And Gone",67,0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,299746,TRUE,"Top Hits of 2009"
"1149","Throw It In The Bag",58,0.789,0.55,11,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049,231573,TRUE,"Top Hits of 2009"
"1150","I'm Not Alone - Radio Edit",53,0.597,0.684,7,-6.614,1,0.0321,0.00481,0.105,0.317,0.435,130.99,210973,FALSE,"Top Hits of 2009"
"1151","Low (feat. T-Pain)",78,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400,FALSE,"Top Hits of 2008"
"1152","Love Story",76,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,236266,FALSE,"Top Hits of 2008"
"1153","I Kissed A Girl",71,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,FALSE,"Top Hits of 2008"
"1154","No One",78,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,FALSE,"Top Hits of 2008"
"1155","Just Dance",74,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,FALSE,"Top Hits of 2008"
"1156","Viva La Vida",78,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,FALSE,"Top Hits of 2008"
"1157","Disturbia",74,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,238626,FALSE,"Top Hits of 2008"
"1158","Lollipop",67,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,TRUE,"Top Hits of 2008"
"1159","No Air (feat. Chris Brown)",62,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,264373,FALSE,"Top Hits of 2008"
"1160","Miss Independent",68,0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812,232000,FALSE,"Top Hits of 2008"
"1161","Womanizer",75,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,FALSE,"Top Hits of 2008"
"1162","Hot N Cold",69,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220226,FALSE,"Top Hits of 2008"
"1163","See You Again",58,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,FALSE,"Top Hits of 2008"
"1164","Don't Stop The Music",76,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,FALSE,"Top Hits of 2008"
"1165","Dangerous",71,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,246053,TRUE,"Top Hits of 2008"
"1166","Bleeding Love",75,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,262466,FALSE,"Top Hits of 2008"
"1167","Burnin' Up",67,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114,175093,FALSE,"Top Hits of 2008"
"1168","Forever",72,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,FALSE,"Top Hits of 2008"
"1169","When I Grow Up",71,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,245680,FALSE,"Top Hits of 2008"
"1170","So What",75,0.534,0.87,11,-3.078,0,0.0425,0.000329,0,0.241,0.462,126.019,215160,TRUE,"Top Hits of 2008"
"1171","One Step At a Time",54,0.766,0.692,1,-4.672,1,0.0289,0.0825,0,0.0384,0.691,102.028,205160,FALSE,"Top Hits of 2008"
"1172","Take A Bow",74,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,229413,FALSE,"Top Hits of 2008"
