"","danceability","energy","loudness","mode","speechiness","instrumentalness","valence","tempo","track.duration_ms","track.explicit","track.popularity","track.name","key_name","track.album.release_date","mode_name","key_mode"
"527",0.705,0.769,-5.526,0,0.0425,0,0.583,107.949,213520,FALSE,77,"Can't Feel My Face","A","2015-08-28","minor","A minor"
"528",0.891,0.628,-7.863,1,0.0551,0.00019,0.552,134.966,267066,FALSE,75,"Hotline Bling","D","2016-05-06","major","D major"
"529",0.747,0.705,-5.137,0,0.126,0,0.56,136.024,213506,FALSE,69,"7/11","A","2014-11-24","minor","A minor"
"530",0.67,0.476,-6.253,0,0.0406,0,0.235,96.975,231906,FALSE,63,"Na Na","A","2015-06-23","minor","A minor"
"531",0.644,0.57,-6.994,1,0.052,0,0.527,113.945,212424,FALSE,64,"Fast Car","A","2015-12-04","major","A major"
"532",0.783,0.467,-9.474,1,0.0503,0.809,0.236,90.838,237792,FALSE,73,"Sunset Lover","F#","2015","major","F# major"
"533",0.781,0.728,-4.981,1,0.0621,1.94e-06,0.395,102.99,219305,TRUE,74,"Bitch Better Have My Money","C#","2015-03-26","major","C# major"
"534",0.566,0.664,-5.303,0,0.0464,0,0.437,128.945,241688,FALSE,80,"Take Me To Church","E","2014-07-20","minor","E minor"
"535",0.746,0.877,-3.782,0,0.0666,0.000833,0.751,107.985,166138,FALSE,49,"Light It Up (feat. Nyla & Fuse ODG) - Remix","A","2015-11-27","minor","A minor"
"536",0.418,0.724,-3.724,1,0.0964,0,0.604,78.521,238320,FALSE,73,"oui","F","2015-12-04","major","F major"
"537",0.405,0.846,-3.57,1,0.195,0,0.602,82.232,248337,TRUE,62,"Lot to Learn","F#","2015-09-11","major","F# major"
"538",0.393,0.858,-2.868,0,0.0729,0,0.56,176.042,228360,FALSE,79,"Centuries","E","2015-01-20","minor","E minor"
"539",0.765,0.356,-5.556,0,0.195,0,0.189,96.991,198293,TRUE,77,"Don't","B","2015-10-02","minor","B minor"
"540",0.734,0.637,-5.677,0,0.141,2.29e-05,0.648,169.977,202333,FALSE,82,"Stressed Out","E","2015-05-15","minor","E minor"
"541",0.589,0.658,-5.288,0,0.203,0,0.251,77.521,223973,TRUE,66,"All Eyes on You (feat. Chris Brown & Nicki Minaj)","B","2015-06-29","minor","B minor"
"542",0.824,0.733,-5.474,1,0.0613,0,0.395,97.972,284386,TRUE,74,"I Don't Fuck With You","C#","2015-02-24","major","C# major"
"543",0.559,0.848,-4.125,0,0.0388,0,0.466,119.977,215360,FALSE,0,"King","E","2015-07-10","minor","E minor"
"544",0.427,0.304,-9.661,1,0.0436,1.14e-05,0.153,116.977,253208,FALSE,50,"Lay Me Down","E","2015-11-06","major","E major"
"545",0.705,0.78,-6.267,1,0.0805,0.00152,0.457,142.028,218227,FALSE,67,"Geronimo","G","2015-01-12","major","G major"
"546",0.48,0.682,-4.94,1,0.13,0,0.506,167.939,235653,TRUE,0,"In The Night","G","2015-08-28","major","G major"
"547",0.536,0.311,-10.396,1,0.0288,1.65e-05,0.246,147.486,260533,FALSE,72,"Let It Go","C#","2015-03-20","major","C# major"
"548",0.59,0.833,-6.503,0,0.0615,5.35e-06,0.537,94.963,240439,FALSE,44,"Water Under The Bridge","F","2015-11-20","minor","F minor"
"549",0.376,0.662,-6.124,1,0.057,0.000691,0.236,107.209,193546,FALSE,0,"Unsteady","C","2015-06-30","major","C major"
"550",0.819,0.768,-8.522,1,0.134,0,0.964,139.982,185131,FALSE,0,"Watch Me (Whip / Nae Nae)","G#","2015-05-04","major","G# major"
"551",0.647,0.822,-4.662,0,0.183,0,0.962,160.019,232720,FALSE,78,"Happy - From ""Despicable Me 2""","F","2014-03-03","minor","F minor"
"552",0.647,0.585,-6.123,1,0.0512,0,0.353,131.934,215672,FALSE,70,"Dark Horse","F#","2013-01-01","major","F# major"
"553",0.699,0.529,-7.548,1,0.0487,3.59e-05,0.121,119.987,206166,FALSE,81,"Shower","D","2014-04-23","major","D major"
"554",0.912,0.716,-4.141,0,0.0697,0,0.377,94.981,199938,TRUE,69,"Fancy","A#","2014-01-01","minor","A# minor"
"555",0.76,0.703,-5.412,1,0.054,0,0.57,95.997,231826,FALSE,77,"Blank Space","F","2014-01-01","major","F major"
"556",0.418,0.42,-6.444,1,0.0414,6.39e-05,0.184,84.094,172723,FALSE,80,"Stay With Me","C","2014-05-26","major","C major"
"557",0.774,0.756,-4.995,1,0.0389,0,0.931,144.032,224840,FALSE,77,"Rude","C#","2014-06-25","major","C# major"
"558",0.399,0.787,-2.88,1,0.0499,6.07e-05,0.572,117.089,216120,FALSE,77,"Chandelier","C#","2014-07-04","major","C# major"
"559",0.422,0.264,-7.064,1,0.0322,0,0.331,119.93,269560,FALSE,84,"All of Me","G#","2013-08-30","major","G# major"
"560",0.72,0.791,-4.689,1,0.124,0,0.756,102.071,175426,FALSE,79,"Classic","C#","2012","major","C# major"
"561",0.807,0.887,-3.726,1,0.0503,2.87e-06,0.961,134.052,187920,TRUE,70,"All About That Bass","A","2015-01-09","major","A major"
"562",0.6,0.663,-5.802,1,0.0477,0,0.286,121.07,245493,FALSE,81,"Story of My Life","D#","2013-11-25","major","D# major"
"563",0.494,0.951,-4.237,1,0.132,0,0.441,160.025,202496,FALSE,70,"She Looks So Perfect","A","2014-06-27","major","A major"
"564",0.545,0.783,-4.261,0,0.0345,0,0.551,174.084,193733,FALSE,75,"Me And My Broken Heart","F","2014-01-01","minor","F minor"
"565",0.737,0.723,-5.51,0,0.0295,0,0.893,120.003,189840,FALSE,0,"Maps","C#","2014-06-16","minor","C# minor"
"566",0.646,0.794,-6.104,1,0.19,6.16e-06,0.287,170.216,211933,FALSE,52,"Bad Blood","G","2014-10-27","major","G major"
"567",0.646,0.823,-4.123,0,0.0394,0,0.418,128.035,227266,FALSE,77,"Outside (feat. Ellie Goulding)","D","2014-10-31","minor","D minor"
"568",0.687,0.702,-5.324,0,0.0455,4.35e-05,0.284,129.956,214840,FALSE,0,"Break Free","G","2014-08-22","minor","G minor"
"569",0.672,0.52,-7.747,1,0.0353,0,0.37,120.001,226600,FALSE,80,"Night Changes","G#","2014-11-17","major","G# major"
"570",0.663,0.705,-4.972,0,0.0385,0,0.477,122.014,257386,FALSE,61,"Counting Stars","C#","2014-01-01","minor","C# minor"
"571",0.706,0.786,-3.417,0,0.091,0,0.751,150.028,199386,FALSE,77,"Bang Bang","C","2014-10-14","minor","C minor"
"572",0.279,0.742,-6.46,0,0.0898,0,0.328,189.868,231013,FALSE,76,"Animals","E","2014-09-02","minor","E minor"
"573",0.588,0.791,-5.595,1,0.0402,0.00258,0.487,94.933,231000,FALSE,57,"Style","G","2014-10-27","major","G major"
"574",0.536,0.768,-5.948,0,0.0347,0,0.545,77.217,228133,FALSE,76,"Steal My Girl","A#","2014-11-17","minor","A# minor"
"575",0.627,0.703,-4.884,1,0.236,0,0.64,81.897,217306,FALSE,53,"Trumpets","C","2013-09-10","major","C major"
"576",0.594,0.497,-5.26,1,0.0303,0,0.101,101.668,237247,FALSE,66,"Amnesia","D","2014-06-27","major","D major"
"577",0.603,0.861,-3.565,0,0.0325,0.043,0.72,127.962,224506,FALSE,23,"Summer","E","2014-04-30","minor","E minor"
"578",0.66,0.805,-5.352,0,0.153,8.83e-06,0.625,103.008,193920,FALSE,73,"Problem","C#","2014-08-25","minor","C# minor"
"579",0.581,0.963,-4.087,1,0.0981,0,0.788,129.992,204160,FALSE,78,"Timber (feat. Ke$ha)","B","2012","major","B major"
"580",0.65,0.786,-5.488,1,0.0463,0,0.446,124.96,198306,FALSE,62,"Ugly Heart","A","2014-07-29","major","A major"
"581",0.744,0.783,-7.077,1,0.0337,0,0.885,120.042,235493,TRUE,0,"Sugar","C#","2014-09-02","major","C# major"
"582",0.647,0.8,-5.384,1,0.165,0,0.942,160.078,219200,FALSE,76,"Shake It Off","G","2014-01-01","major","G major"
"583",0.5,0.292,-8.554,1,0.0323,0,0.37,145.879,185200,FALSE,77,"Little Do You Know","C","2014-10-06","major","C major"
"584",0.69,0.578,-7.436,1,0.0929,0,0.416,99.961,193058,FALSE,72,"Team","F#","2013-09-27","major","F# major"
"585",0.685,0.709,-3.578,0,0.0748,0,0.504,93.047,222213,TRUE,0,"Jealous - Remix","B","2014-11-05","minor","B minor"
"586",0.559,0.777,-5.031,1,0.0432,0,0.329,87.016,231211,FALSE,69,"Burn","C#","2014-01-01","major","C# major"
"587",0.614,0.379,-10.48,1,0.0476,0.000464,0.201,107.989,258986,FALSE,82,"Photograph","E","2014-06-21","major","E major"
"588",0.472,0.714,-4.389,0,0.0334,0,0.24,98.992,236133,FALSE,73,"Love Me Harder","C#","2014-08-25","minor","C# minor"
"589",0.616,0.789,-4.874,0,0.0377,0,0.621,83.066,227360,FALSE,59,"The Heart Wants What It Wants","G","2014-11-24","minor","G minor"
"590",0.659,0.911,-2.28,1,0.0786,0.000304,0.576,91.999,169866,FALSE,50,"Boom Clap","E","2014-06-16","major","E major"
"591",0.733,0.65,-3.539,1,0.0315,6.59e-05,0.348,110.003,209160,FALSE,69,"Habits (Stay High)","F","2014-09-24","major","F major"
"592",0.69,0.845,-4.676,1,0.0339,0,0.638,114.948,224293,FALSE,5,"Up (feat. Demi Lovato)","A","2014-11-21","major","A major"
"593",0.799,0.586,-6.735,1,0.0377,2.03e-06,0.549,120.97,227833,FALSE,71,"Rather Be (feat. Jess Glynne)","B","2014-01-17","major","B major"
"594",0.484,0.731,-6.694,1,0.0379,0,0.51,101.654,204280,FALSE,78,"Riptide","C#","2014-09-08","major","C# major"
"595",0.521,0.754,-4.144,1,0.0634,0,0.352,125.876,209866,FALSE,52,"Heroes (we could be)","F","2014-09-15","major","F major"
"596",0.505,0.71,-3.015,1,0.0321,0.00025,0.428,89.938,177506,FALSE,79,"Demons","D#","2012-09-04","major","D# major"
"597",0.743,0.72,-3.753,1,0.124,0.000386,0.519,163.99,209423,TRUE,65,"Black Widow","B","2014-01-01","major","B major"
"598",0.736,0.761,-5.449,0,0.0338,0,0.114,119.999,238426,TRUE,66,"Talking Body","E","2014-09-24","minor","E minor"
"599",0.491,0.885,-4.121,1,0.0395,0,0.641,166.992,245466,FALSE,74,"Superheroes","D#","2014-09-15","major","D# major"
"600",0.964,0.605,-6.223,1,0.179,7.78e-06,0.646,129.994,260240,TRUE,67,"Anaconda","A","2014-12-15","major","A major"
"601",0.673,0.902,-2.392,1,0.0346,0.000262,0.538,100.012,194240,FALSE,77,"Best Day Of My Life","D","2014-01-01","major","D major"
"602",0.729,0.675,-6.003,1,0.0312,1.58e-06,0.779,119.968,245866,FALSE,71,"Am I Wrong","G#","2014","major","G# major"
"603",0.76,0.652,-7.321,1,0.232,0,0.759,100.315,177685,TRUE,55,"Talk Dirty (feat. 2 Chainz)","F#","2013-09-10","major","F# major"
"604",0.545,0.675,-6.474,1,0.0279,0.00197,0.162,124.97,267866,FALSE,76,"A Sky Full of Stars","F#","2014-05-19","major","F# major"
"605",0.674,0.428,-9.504,1,0.122,0,0.337,84.878,190185,FALSE,74,"Royals","G","2013-09-27","major","G major"
"606",0.596,0.738,-3.109,1,0.0411,0,0.461,127.961,217346,FALSE,61,"Stay The Night - Featuring Hayley Williams Of Paramore","G#","2014-01-01","major","G# major"
"607",0.753,0.801,-3.215,1,0.0296,0,0.794,128.011,203466,FALSE,64,"I Will Never Let You Down","E","2014-03-31","major","E major"
"608",0.856,0.527,-5.225,1,0.0997,0,0.386,98.052,266840,TRUE,73,"Don't Tell 'Em","D","2015-12-04","major","D major"
"609",0.61,0.893,-3.681,1,0.0921,4.41e-05,0.673,104.031,296520,FALSE,71,"Ain't It Fun","A","2013-04-05","major","A major"
"610",0.308,0.563,-9.169,1,0.0719,4.58e-06,0.109,85.901,688453,TRUE,56,"Not a Bad Thing","C","2013-09-27","major","C major"
"611",0.677,0.485,-5.795,1,0.0361,2.04e-05,0.493,82.001,239316,FALSE,79,"I'm Not The Only One","F","2014-05-26","major","F major"
"612",0.719,0.671,-6.279,1,0.0336,8.21e-06,0.786,130.027,237626,FALSE,69,"Cool Kids","G#","2013-10-04","major","G# major"
"613",0.645,0.832,-5.595,1,0.0294,0.00264,0.375,112.028,188371,FALSE,0,"Wasted","D","2014-04-22","major","D major"
"614",0.707,0.771,-6.275,1,0.0783,0.0013,0.437,142.016,218227,FALSE,0,"Geronimo","G","2014-01-01","major","G major"
"615",0.83,0.52,-8.714,1,0.0376,1.25e-05,0.735,104.99,189906,FALSE,63,"Somebody","C","2014-01-06","major","C major"
"616",0.503,0.727,-5.456,1,0.167,9.45e-05,0.521,121.985,255631,FALSE,67,"Latch","C#","2013-06-03","major","C# major"
"617",0.733,0.676,-5.655,0,0.0432,0,0.701,97.448,226580,TRUE,57,"Post to Be (feat. Chris Brown & Jhene Aiko)","A#","2014-11-11","minor","A# minor"
"618",0.414,0.857,-4.078,0,0.0808,0.00574,0.348,128.024,212960,FALSE,73,"Blame (feat. John Newman)","C","2014-10-31","minor","C minor"
"619",0.407,0.147,-8.822,1,0.0355,2.89e-06,0.0765,141.284,229400,FALSE,70,"Say Something","D","2014-01-13","major","D major"
"620",0.781,0.445,-6.061,1,0.0295,0,0.591,78.998,281560,FALSE,82,"Thinking out Loud","D","2014-06-21","major","D major"
"621",0.787,0.848,-4.696,1,0.0549,0,0.947,121.989,185640,FALSE,2,"Wrapped Up (feat. Travie McCoy)","C#","2014-11-21","major","C# major"
"622",0.68,0.84,-3.823,1,0.0415,8.38e-06,0.468,104.985,213213,FALSE,64,"Ghost","A","2014-10-13","major","A major"
"623",0.841,0.522,-5.963,0,0.049,1.37e-06,0.616,99.059,264946,TRUE,72,"Loyal (feat. Lil Wayne & Tyga)","A#","2014-09-16","minor","A# minor"
"624",0.545,0.78,-4.867,0,0.0436,4.64e-05,0.458,125.014,255093,FALSE,27,"Hey Brother","G","2013-09-13","minor","G minor"
"625",0.435,0.155,-8.948,1,0.046,0,0.0935,128.532,287693,FALSE,53,"Jealous","C#","2014-11-21","major","C# major"
"626",0.806,0.608,-7.008,1,0.0659,0,0.849,95.049,219840,FALSE,71,"Don't","C#","2014-06-21","major","C# major"
"627",0.421,0.791,-4.998,1,0.0496,1.48e-05,0.499,130.075,257200,FALSE,70,"Elastic Heart","A","2014-07-04","major","A major"
"628",0.67,0.476,-6.253,0,0.0406,0,0.235,96.975,231906,FALSE,63,"Na Na","A","2015-06-23","minor","A minor"
"629",0.716,0.67,-5.779,1,0.194,0,0.124,86.01,269946,TRUE,56,"Bed Of Lies","B","2014-12-15","major","B major"
"630",0.742,0.595,-7.51,1,0.107,0,0.431,101.013,227000,TRUE,68,"2 On (feat. ScHoolboy Q)","A","2014-10-03","major","A major"
"631",0.653,0.829,-4.783,1,0.0377,1.5e-06,0.545,124.989,263890,FALSE,0,"Red Lights","A#","2013-12-13","major","A# major"
"632",0.441,0.921,-3.32,1,0.0436,6.34e-06,0.182,175.001,189720,FALSE,59,"Nobody To Love - Radio Edit","G#","2014-01-01","major","G# major"
"633",0.697,0.621,-6.886,0,0.25,0,0.721,81.946,193295,FALSE,65,"Wiggle (feat. Snoop Dogg)","A","2013-09-10","minor","A minor"
"634",0.885,0.581,-8.813,1,0.0378,0.000204,0.728,114.016,313684,FALSE,71,"Stolen Dance","B","2014-06-20","major","B major"
"635",0.718,0.792,-3.519,1,0.105,3.65e-06,0.96,90.949,243386,FALSE,62,"Bailando - Spanish Version","G","2014-07-04","major","G major"
"636",0.543,0.485,-6.85,1,0.0305,0,0.371,136.961,223840,FALSE,73,"Let It Go - From ""Frozen""/Soundtrack Version","G#","2013-01-01","major","G# major"
"637",0.829,0.51,-9.334,0,0.0369,0.0014,0.45,119.993,208133,FALSE,30,"Waves - Robin Schulz Radio Edit","F","2014-02-07","minor","F minor"
"638",0.702,0.629,-4.292,1,0.041,0,0.446,141.967,244226,TRUE,67,"New Flame (feat. Usher & Rick Ross)","C#","2014-09-16","major","C# major"
"639",0.814,0.622,-7.573,1,0.0492,0.72,0.726,119.976,259934,FALSE,69,"My Love (feat. Jess Glynne)","G#","2014-02-28","major","G# major"
"640",0.609,0.885,-5.469,1,0.0642,1.15e-05,0.76,124.959,165440,FALSE,68,"Gecko (Overdrive) - Radio Edit","C","2014-06-03","major","C major"
"641",0.544,0.915,-3.405,1,0.0841,0.000914,0.51,126.094,184280,FALSE,71,"Under Control (feat. Hurts)","G#","2014-10-31","major","G# major"
"642",0.589,0.621,-6.902,0,0.0468,0.00104,0.401,140.03,323480,TRUE,69,"Drunk in Love (feat. Jay-Z)","F","2014-11-24","minor","F minor"
"643",0.566,0.885,-4.527,1,0.0815,9.83e-05,0.307,90.989,232893,FALSE,65,"Only Love Can Hurt Like This","G#","2014-03-10","major","G# major"
"644",0.711,0.508,-7.299,1,0.0494,0,0.665,98.098,217800,TRUE,68,"Show Me (feat. Chris Brown)","G","2014-01-06","major","G major"
"645",0.614,0.972,-3.927,0,0.088,0.0186,0.411,127.966,170625,FALSE,47,"Bad (feat. Vassy) - Radio Edit","F","2014-06-30","minor","F minor"
"646",0.789,0.915,-3.263,1,0.248,8.77e-06,0.66,127.955,183750,FALSE,0,"#SELFIE - Original Mix","C","2014-01-28","major","C major"
"647",0.818,0.67,-4.451,0,0.0472,1.22e-06,0.939,119.988,235382,FALSE,69,"Sing","G#","2014-06-21","minor","G# minor"
"648",0.714,0.451,-8.268,1,0.0276,0,0.406,127.787,200720,FALSE,18,"Budapest","F","2014-06-27","major","F major"
"649",0.688,0.841,-5.217,1,0.179,0.000295,0.743,133.912,192670,FALSE,62,"Money On My Mind","D","2014-05-26","major","D major"
"650",0.715,0.931,-3.793,1,0.0565,0,0.742,120.025,224853,FALSE,62,"Love Runs Out","G","2014-01-01","major","G major"
"651",0.781,0.526,-6.985,0,0.293,0,0.662,94.992,235613,TRUE,64,"Thrift Shop (feat. Wanz)","F#","2012-10-09","minor","F# minor"
"652",0.861,0.504,-7.707,1,0.0489,1.78e-05,0.881,120,263053,FALSE,55,"Blurred Lines","G","2013-01-01","major","G major"
"653",0.448,0.784,-3.686,1,0.0627,0.000108,0.236,136.245,186813,FALSE,76,"Radioactive","A","2012-09-04","major","A major"
"654",0.602,0.843,-4.831,1,0.0593,5.27e-05,0.526,128.003,227986,FALSE,70,"Beauty And A Beat","C","2012-06-15","major","C major"
"655",0.726,0.698,-4.165,1,0.0431,0,0.867,143.994,233478,FALSE,80,"Locked out of Heaven","F","2012-12-07","major","F major"
"656",0.622,0.469,-6.798,0,0.0363,2.25e-06,0.679,77.019,219720,FALSE,75,"I Knew You Were Trouble.","D#","2012-10-22","minor","D# minor"
"657",0.794,0.811,-8.966,0,0.038,1.07e-06,0.862,116.047,248413,FALSE,75,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","F#","2013-04-19","minor","F# minor"
"658",0.532,0.783,-5.697,1,0.0523,0.0012,0.643,124.08,247426,FALSE,34,"Wake Me Up","D","2013-09-13","major","D major"
"659",0.715,0.872,-3.835,1,0.0509,3.84e-05,0.748,93.043,200946,FALSE,71,"Ready or Not","D","2012-01-01","major","D major"
"660",0.652,0.877,-2.986,1,0.0465,0,0.486,118.491,200106,FALSE,75,"Best Song Ever","C#","2013-11-25","major","C# major"
"661",0.778,0.547,-7.273,1,0.0489,0.000302,0.441,95.002,242733,FALSE,79,"Just Give Me a Reason (feat. Nate Ruess)","D","2012-09-18","major","D major"
"662",0.574,0.512,-6.664,0,0.0503,0,0.512,76.899,484146,FALSE,81,"Mirrors","F","2013-03-15","minor","F minor"
"663",0.554,0.772,-4.821,0,0.0418,6.6e-06,0.455,179.984,223546,FALSE,73,"Roar","G","2013-10-18","minor","G minor"
"664",0.504,0.785,-4.802,1,0.104,0,0.502,173.968,210840,FALSE,75,"Heart Attack","G#","2013-01-01","major","G# major"
"665",0.661,0.729,-6.561,1,0.0376,0.0013,0.668,103.987,232120,FALSE,68,"22","G","2012-10-22","major","G major"
"666",0.612,0.807,-2.81,1,0.0336,0.0177,0.398,124.053,240400,FALSE,88,"Sweater Weather","A#","2013-04-19","major","A# major"
"667",0.613,0.622,-5.794,0,0.0334,0,0.484,80.003,231240,FALSE,76,"We Can't Stop","C#","2013-10-04","minor","C# minor"
"668",0.602,0.923,-3.763,1,0.044,0,0.765,136.01,216013,FALSE,75,"Still into You","F","2013-04-05","major","F major"
"669",0.664,0.705,-4.972,0,0.0382,0,0.477,122.016,257266,FALSE,80,"Counting Stars","C#","2013-01-01","minor","C# minor"
"670",0.673,0.758,-3.632,1,0.158,0,0.542,135.956,229506,FALSE,72,"Feel This Moment (feat. Christina Aguilera)","G","2012","major","G major"
"671",0.523,0.78,-3.464,1,0.0753,0,0.193,128.006,271426,FALSE,0,"Clarity","G#","2012","major","G# major"
"672",0.555,0.729,-4.813,1,0.0387,0,0.369,129.003,228878,FALSE,0,"Unconditionally","G","2013-01-01","major","G major"
"673",0.641,0.922,-4.457,1,0.0786,0,0.847,146.078,258342,FALSE,81,"Can't Hold Us - feat. Ray Dalton","D","2012-10-09","major","D major"
"674",0.691,0.582,-7.444,1,0.0939,0,0.427,100.05,193058,FALSE,0,"Team","F#","2013-01-01","major","F# major"
"675",0.645,0.878,-3.208,0,0.113,0,0.862,82.324,227026,FALSE,66,"The Way","F","2013-01-01","minor","F minor"
"676",0.483,0.871,-3.084,1,0.101,0,0.716,164.986,214080,TRUE,0,"Here's to Never Growing Up","C","2013-04-09","major","C major"
"677",0.679,0.715,-6.383,1,0.0407,0,0.571,127.435,214147,FALSE,71,"Pompeii","A","2013-01-01","major","A major"
"678",0.489,0.867,-3.121,0,0.071,0,0.409,162.131,157293,FALSE,67,"One Way or Another (Teenage Kicks)","E","2013-02-17","minor","E minor"
"679",0.561,0.836,-3.939,1,0.1,0,0.517,127.923,226986,FALSE,48,"The Other Side","A","2013-09-10","major","A major"
"680",0.612,0.28,-8.648,1,0.0434,0,0.387,72.795,213826,FALSE,81,"When I Was Your Man","C","2012-12-07","major","C major"
"681",0.624,0.458,-6.755,1,0.0287,3.89e-06,0.436,80.016,245413,FALSE,65,"Everything Has Changed","F#","2012-10-22","major","F# major"
"682",0.691,0.921,-1.702,0,0.0533,0,0.8,130.072,201000,FALSE,67,"Play Hard (feat. Ne-Yo & Akon)","G#","2012-12-07","minor","G# minor"
"683",0.797,0.608,-6.096,0,0.0584,7.66e-05,0.402,127.999,279506,FALSE,67,"#thatPOWER","F#","2013-01-01","minor","F# minor"
"684",0.652,0.783,-4.829,1,0.0309,0.0173,0.836,117.952,192693,FALSE,0,"Safe And Sound","C","2013-01-01","major","C major"
"685",0.53,0.422,-6.262,1,0.0342,0,0.349,119.964,221360,FALSE,75,"Wrecking Ball","F","2013-10-04","major","F major"
"686",0.559,0.777,-5.031,1,0.0432,0,0.329,87.016,231211,FALSE,69,"Burn","C#","2014-01-01","major","C# major"
"687",0.572,0.81,-5.791,0,0.0558,6.53e-06,0.11,126.052,214912,FALSE,71,"Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","C#","2013-02-01","minor","C# minor"
"688",0.874,0.692,-5.28,0,0.0431,7.24e-05,0.937,116.017,178560,TRUE,75,"Treasure","F","2012-12-07","minor","F minor"
"689",0.505,0.71,-3.015,1,0.0321,0.00025,0.428,89.938,177506,FALSE,79,"Demons","D#","2012-09-04","major","D# major"
"690",0.691,0.631,-6.478,1,0.0368,1.13e-05,0.8,92.004,161123,FALSE,85,"Why'd You Only Call Me When You're High?","D","2013-09-09","major","D major"
"691",0.546,0.787,-4.1,0,0.0517,0.00021,0.573,79.979,231986,FALSE,68,"Come & Get It","G","2013-01-01","minor","G minor"
"692",0.772,0.685,-6.849,1,0.0696,8.96e-05,0.501,130.033,283400,TRUE,74,"Scream & Shout","F","2013-01-01","major","F major"
"693",0.76,0.652,-7.321,1,0.232,0,0.759,100.315,177685,TRUE,55,"Talk Dirty (feat. 2 Chainz)","F#","2013-09-10","major","F# major"
"694",0.695,0.869,-5.066,1,0.0483,0,0.58,124.989,234506,FALSE,69,"I Need Your Love (feat. Ellie Goulding)","G#","2012-10-29","major","G# major"
"695",0.656,0.674,-5.473,1,0.0269,0,0.369,120.001,225066,FALSE,63,"Daylight","G","2012-01-01","major","G major"
"696",0.704,0.68,-4.751,1,0.0581,0,0.689,123.973,220682,FALSE,57,"What About Us","G","2013-01-01","major","G major"
"697",0.69,0.636,-6.028,0,0.0457,0,0.8,96,204285,FALSE,60,"This Is How We Do","A","2013-10-18","minor","A minor"
"698",0.781,0.853,-3.68,0,0.0715,0,0.624,110.049,250188,TRUE,73,"The Monster","C#","2013-11-05","minor","C# minor"
"699",0.423,0.407,-7.45,1,0.0267,0.000961,0.161,139.048,285120,FALSE,59,"A Thousand Years","A#","2019-11-01","major","A# major"
"700",0.61,0.893,-3.681,1,0.0921,4.41e-05,0.673,104.031,296520,FALSE,71,"Ain't It Fun","A","2013-04-05","major","A major"
"701",0.674,0.428,-9.504,1,0.122,0,0.337,84.878,190185,FALSE,74,"Royals","G","2013-09-27","major","G major"
"702",0.621,0.31,-10.164,0,0.0283,6.12e-05,0.125,111.893,240706,FALSE,74,"Stay","A","2012-12-11","minor","A minor"
"703",0.509,0.538,-7.335,1,0.0572,0,0.244,75.089,252866,FALSE,75,"Let Her Go","G","2012-11-05","major","G major"
"704",0.711,0.906,-2.671,1,0.0284,1.64e-05,0.824,125.916,157152,TRUE,65,"I Love It (feat. Charli XCX)","G#","2013-08-27","major","G# major"
"705",0.673,0.629,-7.072,1,0.0299,0,0.551,103.998,247906,FALSE,73,"Try","D","2012-09-18","major","D major"
"706",0.439,0.489,-6.286,1,0.0368,0.000643,0.253,143.808,250706,FALSE,62,"human","G#","2013-11-18","major","G# major"
"707",0.209,0.412,-9.733,1,0.0443,0.15,0.162,86.26,305746,FALSE,1,"All I Want","C","2013-10-08","major","C major"
"708",0.509,0.79,-3.782,0,0.0374,6.67e-05,0.638,127.946,208316,FALSE,65,"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","F#","2012-12-29","minor","F# minor"
"709",0.693,0.822,-5.441,0,0.0439,1.79e-06,0.763,126.035,223800,FALSE,59,"I Cry","E","2012-06-22","minor","E minor"
"710",0.495,0.894,-4.814,0,0.0441,0.000596,0.213,126.03,239894,FALSE,71,"Love Me Again","D","2013-01-01","minor","D minor"
"711",0.773,0.414,-7.436,0,0.0961,3.4e-05,0.289,99.993,227880,FALSE,71,"Hold On, We're Going Home","F#","2013-01-01","minor","F# minor"
"712",0.614,0.938,-4.461,1,0.0611,0,0.607,100.058,224673,FALSE,64,"Chocolate","B","2013-01-01","major","B major"
"713",0.532,0.795,-3.979,1,0.0358,0,0.78,143.837,199266,FALSE,66,"It's a Beautiful Day","C#","2013-04-11","major","C# major"
"714",0.457,0.757,-5.177,1,0.032,0,0.417,102.961,266600,FALSE,77,"Little Talks","C#","2012-01-01","major","C# major"
"715",0.63,0.816,-6.535,1,0.15,0.00111,0.85,128.012,247853,TRUE,0,"Work B**ch","A","2013-09-16","major","A major"
"716",0.573,0.929,-3.942,0,0.109,0.000112,0.582,127.934,212560,FALSE,70,"Sweet Nothing (feat. Florence Welch)","G#","2012-10-29","minor","G# minor"
"717",0.485,0.724,-4.633,0,0.0521,0,0.433,128.045,221272,FALSE,65,"Reload - Radio Edit","A","2013-01-01","minor","A minor"
"718",0.726,0.795,-4.653,1,0.029,0,0.952,115.995,209466,TRUE,57,"Hey Porsche","A","2013-09-30","major","A major"
"719",0.548,0.532,-7.596,1,0.0323,0.000263,0.405,85.03,272394,FALSE,84,"Do I Wanna Know?","F","2013-09-09","major","F major"
"720",0.457,0.948,-3.364,1,0.0354,0,0.878,148,208960,FALSE,57,"Cruise","A#","2012-01-01","major","A# major"
